name,prompt,negative_prompt
No Style,,
||| STYLE ,,
"Style | Game Fighting","fighting game style {prompt} . dynamic, vibrant, action-packed, detailed character design, reminiscent of fighting video games","peaceful, calm, minimalist, photorealistic",""
"Style | Game GTA","GTA-style artwork {prompt} . satirical, exaggerated, pop art style, vibrant colors, iconic characters, action-packed","realistic, black and white, low contrast, impressionist, cubist, noisy, blurry, deformed",""
"Style | Game Super Mario","Super Mario style {prompt} . vibrant, cute, cartoony, fantasy, playful, reminiscent of Super Mario series","realistic, modern, horror, dystopian, violent",""
"Style | Game Minecraft","Minecraft style {prompt} . blocky, pixelated, vibrant colors, recognizable characters and objects, game assets","smooth, realistic, detailed, photorealistic, noise, blurry, deformed",""
"Style | Game Pokemon","Pokémon style {prompt} . vibrant, cute, anime, fantasy, reminiscent of Pokémon series","realistic, modern, horror, dystopian, violent",""
"Style | Game Retro arcade","retro arcade style {prompt} . 8-bit, pixelated, vibrant, classic video game, old school gaming, reminiscent of 80s and 90s arcade games","modern, ultra-high resolution, photorealistic, 3D",""
"Style | Game Retro game Hall","retro game art {prompt} . 16-bit, vibrant colors, pixelated, nostalgic, charming, fun","realistic, photorealistic, 35mm film, deformed, glitch, low contrast, noisy",""
"Style | Game Fantasy RPG","role-playing game (RPG) style fantasy {prompt} . detailed, vibrant, immersive, reminiscent of high fantasy RPG games","sci-fi, modern, urban, futuristic, low detailed",""
"Style | Game Strategy","strategy game style {prompt} . overhead view, detailed map, units, reminiscent of real-time strategy video games","first-person view, modern, photorealistic",""
"Style | Game Street Fighter","Street Fighter style {prompt} . vibrant, dynamic, arcade, 2D fighting game, highly detailed, reminiscent of Street Fighter series","3D, realistic, modern, photorealistic, turn-based strategy",""
"Style | Game Legend of Zelda","Legend of Zelda style {prompt} . vibrant, fantasy, detailed, epic, heroic, reminiscent of The Legend of Zelda series","sci-fi, modern, realistic, horror",""
"Style | Misc-architectural","architectural style {prompt} . clean lines, geometric shapes, minimalist, modern, architectural drawing, highly detailed","curved lines, ornate, baroque, abstract, grunge",""
"Style | Misc-disco","disco-themed {prompt} . vibrant, groovy, retro 70s style, shiny disco balls, neon lights, dance floor, highly detailed","minimalist, rustic, monochrome, contemporary, simplistic",""
"Style | Misc-dreamscape","dreamscape {prompt} . surreal, ethereal, dreamy, mysterious, fantasy, highly detailed","realistic, concrete, ordinary, mundane",""
"Style | Misc-dystopian","dystopian style {prompt} . bleak, post-apocalyptic, somber, dramatic, highly detailed","ugly, deformed, noisy, blurry, low contrast, cheerful, optimistic, vibrant, colorful",""
"Style | Misc-fairy tale","fairy tale {prompt} . magical, fantastical, enchanting, storybook style, highly detailed","realistic, modern, ordinary, mundane",""
"Style | Misc-gothic","gothic style {prompt} . dark, mysterious, haunting, dramatic, ornate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, cheerful, optimistic",""
"Style | Misc-grunge","grunge style {prompt} . textured, distressed, vintage, edgy, punk rock vibe, dirty, noisy","smooth, clean, minimalist, sleek, modern, photorealistic",""
"Style | Misc-horror","horror-themed {prompt} . eerie, unsettling, dark, spooky, suspenseful, grim, highly detailed","cheerful, bright, vibrant, light-hearted, cute",""
"Style | Misc-kawaii","kawaii style {prompt} . cute, adorable, brightly colored, cheerful, anime influence, highly detailed","dark, scary, realistic, monochrome, abstract",""
"Style | Misc-lovecraftian","lovecraftian horror {prompt} . eldritch, cosmic horror, unknown, mysterious, surreal, highly detailed","light-hearted, mundane, familiar, simplistic, realistic",""
"Style | Misc-macabre","macabre style {prompt} . dark, gothic, grim, haunting, highly detailed","bright, cheerful, light-hearted, cartoonish, cute",""
"Style | Misc-manga","manga style {prompt} . vibrant, high-energy, detailed, iconic, Japanese comic style","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, Western comic style",""
"Style | Misc-metropolis","metropolis-themed {prompt} . urban, cityscape, skyscrapers, modern, futuristic, highly detailed","rural, natural, rustic, historical, simple",""
"Style | Misc-minimalist","minimalist style {prompt} . simple, clean, uncluttered, modern, elegant","ornate, complicated, highly detailed, cluttered, disordered, messy, noisy",""
"Style | Misc-monochrome","monochrome {prompt} . black and white, contrast, tone, texture, detailed","colorful, vibrant, noisy, blurry, deformed",""
"Style | Misc-nautical","nautical-themed {prompt} . sea, ocean, ships, maritime, beach, marine life, highly detailed","landlocked, desert, mountains, urban, rustic",""
"Style | Misc-space","space-themed {prompt} . cosmic, celestial, stars, galaxies, nebulas, planets, science fiction, highly detailed","earthly, mundane, ground-based, realism",""
"Style | Misc-stained glass","stained glass style {prompt} . vibrant, beautiful, translucent, intricate, detailed","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",""
"Style | Misc-techwear fashion","techwear fashion {prompt} . futuristic, cyberpunk, urban, tactical, sleek, dark, highly detailed","vintage, rural, colorful, low contrast, realism, sketch, watercolor",""
"Style | Misc-tribal","tribal style {prompt} . indigenous, ethnic, traditional patterns, bold, natural colors, highly detailed","modern, futuristic, minimalist, pastel",""
"Style | Misc-Zentangle Art","zentangle {prompt} . intricate, abstract, monochrome, patterns, meditative, highly detailed","colorful, representative, simplistic, large fields of color",""
"Style | Papercraft-Collage","collage style {prompt} . mixed media, layered, textural, detailed, artistic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic",""
"Style | Papercraft-Flat paper-cut","flat papercut style {prompt} . silhouette, clean cuts, paper, sharp edges, minimalist, color block","3D, high detail, noise, grainy, blurry, painting, drawing, photo, disfigured",""
"Style | Papercraft-Kawamoto Kihachiro","kirigami representation of {prompt} . 3D, paper folding, paper cutting, Japanese, intricate, symmetrical, precision, clean lines","painting, drawing, 2D, noisy, blurry, deformed",""
"Style | Papercraft-paper mache","paper mache representation of {prompt} . 3D, sculptural, textured, handmade, vibrant, fun","2D, flat, photo, sketch, digital art, deformed, noisy, blurry",""
"Style | Papercraft-Quilted paper","paper quilling art of {prompt} . intricate, delicate, curling, rolling, shaping, coiling, loops, 3D, dimensional, ornamental","photo, painting, drawing, 2D, flat, deformed, noisy, blurry",""
"Style | Papercraft-Paper-cut collage","papercut collage of {prompt} . mixed media, textured paper, overlapping, asymmetrical, abstract, vibrant","photo, 3D, realistic, drawing, painting, high detail, disfigured",""
"Style | Papercraft-Shadow box paper-cut","3D papercut shadow box of {prompt} . layered, dimensional, depth, silhouette, shadow, papercut, handmade, high contrast","painting, drawing, photo, 2D, flat, high detail, blurry, noisy, disfigured",""
"Style | Papercraft-Stacking paper-cut","stacked papercut art of {prompt} . 3D, layered, dimensional, depth, precision cut, stacked layers, papercut, high contrast","2D, flat, noisy, blurry, painting, drawing, photo, deformed",""
"Style | Papercraft-Thick layer paper-cut","thick layered papercut art of {prompt} . deep 3D, volumetric, dimensional, depth, thick paper, high stack, heavy texture, tangible layers","2D, flat, thin paper, low stack, smooth texture, painting, drawing, photo, deformed",""
"Style | Photo Alien","alien-themed {prompt} . extraterrestrial, cosmic, otherworldly, mysterious, sci-fi, highly detailed","earthly, mundane, common, realistic, simple",""
"Style | Photo Film Noir","film noir style {prompt} . monochrome, high contrast, dramatic shadows, 1940s style, mysterious, cinematic","ugly, deformed, noisy, blurry, low contrast, realism, photorealistic, vibrant, colorful",""
"Style | Photo HDR","HDR photo of {prompt} . High dynamic range, vivid, rich details, clear shadows and highlights, realistic, intense, enhanced contrast, highly detailed","flat, low contrast, oversaturated, underexposed, overexposed, blurred, noisy",""
"Style | Photo Long exposure","long exposure photo of {prompt} . Blurred motion, streaks of light, surreal, dreamy, ghosting effect, highly detailed","static, noisy, deformed, shaky, abrupt, flat, low contrast",""
"Style | Photo Black neon","neon noir {prompt} . cyberpunk, dark, rainy streets, neon signs, high contrast, low light, vibrant, highly detailed","bright, sunny, daytime, low contrast, black and white, sketch, watercolor",""
"Style | Photo Silhouette","silhouette style {prompt} . high contrast, minimalistic, black and white, stark, dramatic","ugly, deformed, noisy, blurry, low contrast, color, realism, photorealistic",""
"Style | Photo Axis shift","tilt-shift photo of {prompt} . Selective focus, miniature effect, blurred background, highly detailed, vibrant, perspective control","blurry, noisy, deformed, flat, low contrast, unrealistic, oversaturated, underexposed",""
||| ART GENRE ,,
"Art genre| Space art","galactic style {prompt} . nebula, constellation, cosmic, celestial, highly detailed, starry","blurry, grainy, deformed, photo-realistic, low-contrast, terrestrial",""
"Art genre| Street art","street art version of {prompt} . urban, graffiti, spray paint, vibrant, bold, rough, rebellious,elegant","refined"
"Art genre| Baroque","Baroque style {prompt} . grandeur, drama, chiaroscuro, highly detailed","minimalist, calm, flat, undetailed",""
"Art genre| Abstract","abstract photo of {prompt}. Artistic, unique, creative, unconventional","concrete, literal, conventional, uncreative",""
"Art genre| Pointillism","pointillism art {prompt} . dots, dappled, stipples, highly detailed","smooth, blurry, photo-realistic, non-dotted",""
"Art genre| Impressionism","Impressionist style {prompt} . loose brushwork, light and color, ordinary subjects, highly detailed","tight brushwork, black and white, extraordinary subjects, undetailed",""
"Art genre| Pop art","pop art style {prompt} . bold colors, mass culture, comic style, ironical, vibrant, detailed,neutral","realistic"
"Art genre| Minimalism,{prompt} sporting minimalist fashion. Simple, clean lines, neutral colors, unfussy","vintage, boho, flamboyant, colorful",""
"Art genre| Decorative art","Art Deco style {prompt} . modern, geometric, luxury, highly detailed","vintage, organic, minimalism, undetailed",""
"Art genre| Cubism","Cubist style {prompt} . geometric, multi-perspective, fragmented, highly detailed","organic, single perspective, whole, undetailed",""
"Art genre| Dadaism","dada style {prompt} . absurd, satirical, avant-garde, abstract","serious, traditional, conventional, realistic",""
"Art genre| Victorian style","Victorian style {prompt} . elegant, ornate, highly detailed, historical","modern, minimalist, low detail, contemporary",""
"Art genre| Art Nouveau","art nouveau {prompt} . organic, curvilinear, decorative, highly detailed","geometric, straight lines, functional, low detail",""
"Art genre| Futuristic","Futurist style {prompt} . dynamic, technology, speed, highly detailed","static, nature, slow, undetailed",""
"Art genre| Medieval Style","medieval style {prompt} . historical, ornate, religious, gothic","modern, simple, secular, minimalist",""
"Art genre| Industrial","industrial style {prompt} . mechanical, robust, urban, gritty","natural, fragile, rural, clean",""
"Art genre| Vapor wave","vaporwave style {prompt} . retro, neon, pixelated, nostalgic","modern, monochrome, high-resolution, forward-looking",""
"Art genre| Horror","horror style {prompt} . dark, eerie, gothic, macabre","light, cheerful, minimalist, happy",""
"Art genre| Gothic,{prompt} in a gothic getup. Dark, leather, lace, Victorian influence","preppy, pastel, boho, bright",""
"Art genre| Steampunk","steampunk-inspired {prompt} . gears, brass, rivets, old-world technology, intricate, highly detailed, Victorian,ugly","deformed"
"Art genre| Retro","retro style {prompt} . vintage, nostalgic, old-fashioned, highly detailed","modern, futuristic, forward-looking, low detail",""
"Art genre| Surrealistic","surrealistic {prompt} . dreamlike, subconscious, bizarre, highly detailed, intricate, imaginative, illogical juxtaposition,clear","realistic"
"Art genre| Realism","realism style {prompt} . lifelike, detailed, accurate, representational","abstract, simplistic, inaccurate, non-representational",""
"Art genre| Silhouette","silhouette of {prompt} . high contrast, dramatic, simple, bold, graphic,detailed","textured"
"Art genre| Collage","collage style {prompt} . mixed media, assembled, eclectic, highly detailed","uniform, unvarying, minimalist, low detail",""
"Art genre| Watercolor painting","watercolor painting of {prompt} . fluid, soft edges, light colors, translucent, delicate, dreamy,hard","geometric"
"Art genre| Calligraphy","calligraphy {prompt} . elegant, flowing, ornate, highly detailed","plain, rigid, simple, low detail",""
"Art genre| Expressionism","expressionist style {prompt} . emotional, intense, vibrant, highly detailed","emotionless, calm, muted, low detail",""
"Art genre| Fauvism","fauvist interpretation of {prompt} . wild brushwork, vibrant color, expressive, bold, emotive, painterly,neutral","precise"
"Art genre| Renaissance","Renaissance style {prompt} . humanism, realism, perspective, highly detailed","abstract, surreal, flat, undetailed",""
"Art genre| Realistic","photorealistic {prompt} . highly detailed, lifelike, precise, accurate","abstract, low detail, unrealistic, inaccurate",""
"Art genre| Symbol","symbolic style {prompt} . conceptual, representative, allegorical, highly detailed","literal, non-representative, factual, low detail",""
"Art genre| Avant-garde","avant-garde style {prompt} . experimental, innovative, non-traditional","traditional, conventional, classic",""
"Art genre| Mosaic","mosaic of {prompt} . tiled, geometric, vibrant, intricate, decorative,soft","organic"
"Art genre| Illusion style","trompe l'oeil style {prompt} . deceptive, 3D effect, realistic, highly detailed","honest, 2D effect, unrealistic, low detail",""
"Art genre| Rococo","Rococo style {prompt} . ornate, pastel, love and nature themes, highly detailed","simple, dark, abstract, undetailed",""
"Art genre| Macabre","macabre style {prompt} . dark, eerie, grotesque, highly detailed","light, cheerful, beautiful, low detail",""
"Art genre| Irony","satirical style {prompt} . humorous, ironic, exaggerated, critical","serious, literal, realistic, complimentary",""
"Art genre| Pixel wind","pixelated style {prompt} . retro, low-res, digital, blocky","modern, high-res, organic, smooth",""
"Art genre| Primitive","primitive style {prompt} . raw, simple, naive, highly detailed","refined, complex, sophisticated, low detail",""
"Art genre| Byzantium","Byzantine style {prompt} . religious, iconography, gold, highly detailed, mosaics","secular, simple, bronze, minimalist, paintings",""
"Art genre| Psychedelic","psychedelic style {prompt} . vibrant, abstract, distorted, highly detailed","muted, realistic, undistorted, low detail",""
"Art genre| Supremacy","Suprematism style {prompt} . geometric, non-objective, primary colors, highly detailed","organic, objective, pastel colors, undetailed",""
"Art genre| Constructivism","Constructivist style {prompt} . industrial, geometric, socialist, highly detailed","organic, round, capitalist, undetailed",""
"Art genre| Stijl","de Stijl style {prompt} . abstract, geometric, primary colors,organic","curvilinear"
"Art genre| Ukiyo-e","ukiyo-e style {prompt} . Japanese woodblock prints, flat areas of color, detailed patterns, subjects from history and mythology, highly detailed","modern, 3D, CG, western art styles, black and white",""
"Art genre| Dystopia","dystopian style {prompt} . bleak, oppressive, futuristic, detailed","utopian, cheerful, historical, low detail",""
"Art genre| Biomechanical","biomechanical style {prompt} . organic meets mechanical, alien, detailed, H.R. Giger-inspired","geometric, earthy, low detail, not H.R. Giger-inspired",""
"Art genre| Hyper-realistic","hyperrealistic style {prompt} . ultra-detailed, lifelike, precision, crisp","abstract, low detail, unrealistic, blurry",""
"Art genre| Glitch","glitch style {prompt} . digital error, distorted, cyber, detailed","analog, undistorted, organic, low detail",""
"Art genre| Wrong vision","trompe-l'oeil style {prompt} . optical illusion, lifelike, 3D effect, detailed","flat, 2D effect, unrealistic, low detail",""
"Art genre| Arabesque","arabesque style {prompt} . geometric patterns, floral, Islamic art, detailed","chaotic, animalistic, non-Islamic art, low detail",""
"Art genre| Chiaroscuro","chiaroscuro style {prompt} . high contrast, dramatic lighting, detailed","low contrast, flat lighting, low detail",""
"Art genre| Dark tone","tenebrism style {prompt} . dark, dramatic illumination, high contrast, detailed","light, flat lighting, low contrast, low detail",""
"Art genre| Romantic","romantic style {prompt} . emotional, dramatic, nature-focused, detailed","unemotional, flat, city-focused, low detail",""
"Art genre| Bauhaus","bauhaus style {prompt} . functional, geometric, minimal, detailed","ornamental, curvilinear, maximal, low detail",""
"Art genre| Art Beast","art brut style {prompt} . raw, outsider art, naïve, detailed","refined, mainstream art, sophisticated, low detail",""
"Art genre| Metaphysical","metaphysical style {prompt} . surreal, eerie, uncanny, detailed","realistic, comfortable, familiar, low detail",""
